GO:0000002	mitochondrial genome maintenance	biological_process	The maintenance of the structure and integrity of the mitochondrial genome; includes replication and segregation of the mitochondrial chromosome.
GO:0000045	autophagosome assembly	biological_process	The formation of a double membrane-bounded structure, the autophagosome, that occurs when a specialized membrane sac, called the isolation membrane, starts to enclose a portion of the cytoplasm.
GO:0000077	DNA damage checkpoint	biological_process	A cell cycle checkpoint that regulates progression through the cell cycle in response to DNA damage. A DNA damage checkpoint may blocks cell cycle progression (in G1, G2 or metaphase) or slow the rate at which S phase proceeds.
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	biological_process	Any process that modulates the frequency, rate or extent of cyclin-dependent protein serine/threonine kinase activity.
GO:0000103	sulfate assimilation	biological_process	The pathways by which inorganic sulfate is processed and incorporated into sulfated compounds.
GO:0000105	histidine biosynthetic process	biological_process	The chemical reactions and pathways resulting in the formation of histidine, 2-amino-3-(1H-imidazol-4-yl)propanoic acid.
GO:0000154	rRNA modification	biological_process	The covalent alteration of one or more nucleotides within an rRNA molecule to produce an rRNA molecule with a sequence that differs from that coded genetically.
GO:0000160	phosphorelay signal transduction system	biological_process	A conserved series of molecular signals found in prokaryotes and eukaryotes; involves autophosphorylation of a histidine kinase and the transfer of the phosphate group to an aspartate that then acts as a phospho-donor to response regulator proteins.
GO:0000162	tryptophan biosynthetic process	biological_process	The chemical reactions and pathways resulting in the formation of tryptophan, the chiral amino acid 2-amino-3-(1H-indol-3-yl)propanoic acid; tryptophan is synthesized from chorismate via anthranilate.
GO:0000184	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	biological_process	The nonsense-mediated decay pathway for nuclear-transcribed mRNAs degrades mRNAs in which an amino-acid codon has changed to a nonsense codon; this prevents the translation of such mRNAs into truncated, and potentially harmful, proteins.
GO:0000226	microtubule cytoskeleton organization	biological_process	A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising microtubules and their associated proteins.
GO:0000256	allantoin catabolic process	biological_process	The chemical reactions and pathways resulting in the breakdown of allantoin, (2,5-dioxo-4-imidazolidinyl)urea.
GO:0000266	mitochondrial fission	biological_process	The division of a mitochondrion within a cell to form two or more separate mitochondrial compartments.
GO:0000290	deadenylation-dependent decapping of nuclear-transcribed mRNA	biological_process	Cleavage of the 5'-cap of a nuclear mRNA triggered by shortening of the poly(A) tail to below a minimum functional length.
GO:0000379	tRNA-type intron splice site recognition and cleavage	biological_process	RNA processing that begins when the tertiary structure of a tRNA type intron is recognized, and ends when the endonucleolytic cleavage of the RNA at both the 5' and 3' splice sites occurs.
GO:0000390	spliceosomal complex disassembly	biological_process	Disassembly of a spliceosomal complex with the ATP-dependent release of the product RNAs, one of which is composed of the joined exons. In cis splicing, the other product is the excised sequence, often a single intron, in a lariat structure.
GO:0000398	mRNA splicing, via spliceosome	biological_process	The joining together of exons from one or more primary transcripts of messenger RNA (mRNA) and the excision of intron sequences, via a spliceosomal mechanism, so that mRNA consisting only of the joined exons is produced.
GO:0000412	histone peptidyl-prolyl isomerization	biological_process	The modification of a histone by cis-trans isomerization of a proline residue.
GO:0000413	protein peptidyl-prolyl isomerization	biological_process	The modification of a protein by cis-trans isomerization of a proline residue.
GO:0000723	telomere maintenance	biological_process	Any process that contributes to the maintenance of proper telomeric length and structure by affecting and monitoring the activity of telomeric proteins, the length of telomeric DNA and the replication and repair of the DNA. These processes includes those that shorten, lengthen, replicate and repair the telomeric DNA sequences.
GO:0000724	double-strand break repair via homologous recombination	biological_process	The error-free repair of a double-strand break in DNA in which the broken DNA molecule is repaired using homologous sequences. A strand in the broken DNA searches for a homologous region in an intact chromosome to serve as the template for DNA synthesis. The restoration of two intact DNA molecules results in the exchange, reciprocal or nonreciprocal, of genetic material between the intact DNA molecule and the broken DNA molecule.
GO:0000737	DNA catabolic process, endonucleolytic	biological_process	The chemical reactions and pathways resulting in the breakdown of DNA, involving the hydrolysis of internal 3',5'-phosphodiester bonds in one or two strands of deoxyribonucleotides.
GO:0000910	cytokinesis	biological_process	The division of the cytoplasm and the plasma membrane of a cell and its partitioning into two daughter cells.
GO:0000956	nuclear-transcribed mRNA catabolic process	biological_process	The chemical reactions and pathways resulting in the breakdown of nuclear-transcribed mRNAs in eukaryotic cells.
GO:0001510	RNA methylation	biological_process	Posttranscriptional addition of a methyl group to either a nucleotide or 2'-O ribose in a polyribonucleotide. Usually uses S-adenosylmethionine as a cofactor.
GO:0001522	pseudouridine synthesis	biological_process	The intramolecular conversion of uridine to pseudouridine within an RNA molecule. This posttranscriptional base modification occurs in tRNA, rRNA, and snRNAs.
GO:0001682	tRNA 5'-leader removal	biological_process	Generation of the mature 5'-end of the tRNA, usually via an endonucleolytic cleavage by RNase P.
GO:0001932	regulation of protein phosphorylation	biological_process	Any process that modulates the frequency, rate or extent of addition of phosphate groups into an amino acid in a protein.
GO:0002098	tRNA wobble uridine modification	biological_process	The process in which a uridine in position 34 of a tRNA is post-transcriptionally modified.
GO:0003333	amino acid transmembrane transport	biological_process	The process in which an amino acid is transported across a membrane.
GO:0005975	carbohydrate metabolic process	biological_process	The chemical reactions and pathways involving carbohydrates, any of a group of organic compounds based of the general formula Cx(H2O)y. Includes the formation of carbohydrate derivatives by the addition of a carbohydrate residue to another molecule.
GO:0005976	polysaccharide metabolic process	biological_process	The chemical reactions and pathways involving a polysaccharide, a polymer of many (typically more than 10) monosaccharide residues linked glycosidically.
GO:0005978	glycogen biosynthetic process	biological_process	The chemical reactions and pathways resulting in the formation of glycogen, a polydisperse, highly branched glucan composed of chains of D-glucose residues.
GO:0005980	glycogen catabolic process	biological_process	The chemical reactions and pathways resulting in the breakdown of glycogen, a polydisperse, highly branched glucan composed of chains of D-glucose residues.
GO:0005991	trehalose metabolic process	biological_process	The chemical reactions and pathways involving trehalose, a disaccharide isomeric with sucrose and obtained from certain lichens and fungi.
GO:0005992	trehalose biosynthetic process	biological_process	The chemical reactions and pathways resulting in the formation of trehalose, a disaccharide isomeric with sucrose and obtained from certain lichens and fungi.
GO:0005993	trehalose catabolic process	biological_process	The chemical reactions and pathways resulting in the breakdown of trehalose, a disaccharide isomeric with sucrose and obtained from certain lichens and fungi.
GO:0006000	fructose metabolic process	biological_process	The chemical reactions and pathways involving fructose, the ketohexose arabino-2-hexulose. Fructose exists in a open chain form or as a ring compound. D-fructose is the sweetest of the sugars and is found free in a large number of fruits and honey.
GO:0006003	fructose 2,6-bisphosphate metabolic process	biological_process	The chemical reactions and pathways involving fructose 2,6-bisphosphate. The D enantiomer is an important regulator of the glycolytic and gluconeogenic pathways. It inhibits fructose 1,6-bisphosphatase and activates phosphofructokinase.
GO:0006006	glucose metabolic process	biological_process	The chemical reactions and pathways involving glucose, the aldohexose gluco-hexose. D-glucose is dextrorotatory and is sometimes known as dextrose; it is an important source of energy for living organisms and is found free as well as combined in homo- and hetero-oligosaccharides and polysaccharides.
GO:0006007	glucose catabolic process	biological_process	The chemical reactions and pathways resulting in the breakdown of glucose, the aldohexose gluco-hexose.
GO:0006011	UDP-glucose metabolic process	biological_process	The chemical reactions and pathways involving UDP-glucose, uridinediphosphoglucose, a substance composed of glucose in glycosidic linkage with uridine diphosphate.
GO:0006012	galactose metabolic process	biological_process	The chemical reactions and pathways involving galactose, the aldohexose galacto-hexose. D-galactose is widely distributed in combined form in plants, animals and microorganisms as a constituent of oligo- and polysaccharides; it also occurs in galactolipids and as its glucoside in lactose and melibiose.
GO:0006013	mannose metabolic process	biological_process	The chemical reactions and pathways involving mannose, the aldohexose manno-hexose, the C-2 epimer of glucose. The D-(+)-form is widely distributed in mannans and hemicelluloses and is of major importance in the core oligosaccharide of N-linked oligosaccharides of glycoproteins.
GO:0006021	inositol biosynthetic process	biological_process	The chemical reactions and pathways resulting in the formation of inositol, 1,2,3,4,5,6-cyclohexanehexol, a growth factor for animals and microorganisms.
GO:0006031	chitin biosynthetic process	biological_process	The chemical reactions and pathways resulting in the formation of chitin, a linear polysaccharide consisting of beta-(1->4)-linked N-acetyl-D-glucosamine residues.
GO:0006032	chitin catabolic process	biological_process	The chemical reactions and pathways resulting in the breakdown of chitin, a linear polysaccharide consisting of beta-(1->4)-linked N-acetyl-D-glucosamine residues.
GO:0006044	N-acetylglucosamine metabolic process	biological_process	The chemical reactions and pathways involving N-acetylglucosamine. The D isomer is a common structural unit of glycoproteins in plants, bacteria and animals; it is often the terminal sugar of an oligosaccharide group of a glycoprotein.
GO:0006066	alcohol metabolic process	biological_process	The chemical reactions and pathways involving alcohols, any of a class of compounds containing one or more hydroxyl groups attached to a saturated carbon atom.
GO:0006069	ethanol oxidation	biological_process	An ethanol metabolic process in which ethanol is converted to acetyl-CoA via acetaldehyde and acetate.
GO:0006071	glycerol metabolic process	biological_process	The chemical reactions and pathways involving glycerol, 1,2,3-propanetriol, a sweet, hygroscopic, viscous liquid, widely distributed in nature as a constituent of many lipids.
GO:0006072	glycerol-3-phosphate metabolic process	biological_process	The chemical reactions and pathways involving glycerol-3-phosphate, a phosphoric monoester of glycerol.
GO:0006075	(1->3)-beta-D-glucan biosynthetic process	biological_process	The chemical reactions and pathways resulting in the formation of (1->3)-beta-D-glucans, compounds composed of glucose residues linked by (1->3)-beta-D-glucosidic bonds.
GO:0006081	cellular aldehyde metabolic process	biological_process	The chemical reactions and pathways involving aldehydes, any organic compound with the formula R-CH=O, as carried out by individual cells.
GO:0006082	organic acid metabolic process	biological_process	The chemical reactions and pathways involving organic acids, any acidic compound containing carbon in covalent linkage.
GO:0006090	pyruvate metabolic process	biological_process	The chemical reactions and pathways involving pyruvate, 2-oxopropanoate.
GO:0006094	gluconeogenesis	biological_process	The formation of glucose from noncarbohydrate precursors, such as pyruvate, amino acids and glycerol.
GO:0006096	glycolytic process	biological_process	The chemical reactions and pathways resulting in the breakdown of a carbohydrate into pyruvate, with the concomitant production of a small amount of ATP and the reduction of NAD(P) to NAD(P)H. Glycolysis begins with the metabolism of a carbohydrate to generate products that can enter the pathway and ends with the production of pyruvate. Pyruvate may be converted to acetyl-coenzyme A, ethanol, lactate, or other small molecules.
GO:0006097	glyoxylate cycle	biological_process	A modification of the TCA cycle occurring in some plants and microorganisms, in which isocitrate is cleaved to glyoxylate and succinate. Glyoxylate can then react with acetyl-CoA to form malate.
GO:0006098	pentose-phosphate shunt	biological_process	The glucose-6-phosphate catabolic process in which, coupled to NADPH synthesis, glucose-6-P is oxidized with the formation of carbon dioxide (CO2) and ribulose 5-phosphate; ribulose 5-P then enters a series of reactions interconverting sugar phosphates. The pentose phosphate pathway is a major source of reducing equivalents for biosynthesis reactions and is also important for the conversion of hexoses to pentoses.
GO:0006099	tricarboxylic acid cycle	biological_process	A nearly universal metabolic pathway in which the acetyl group of acetyl coenzyme A is effectively oxidized to two CO2 and four pairs of electrons are transferred to coenzymes. The acetyl group combines with oxaloacetate to form citrate, which undergoes successive transformations to isocitrate, 2-oxoglutarate, succinyl-CoA, succinate, fumarate, malate, and oxaloacetate again, thus completing the cycle. In eukaryotes the tricarboxylic acid is confined to the mitochondria. See also glyoxylate cycle.
GO:0006102	isocitrate metabolic process	biological_process	The chemical reactions and pathways involving isocitrate, the anion of isocitric acid, 1-hydroxy-1,2,3-propanetricarboxylic acid. Isocitrate is an important intermediate in the TCA cycle and the glycoxylate cycle.
GO:0006106	fumarate metabolic process	biological_process	The chemical reactions and pathways involving fumarate, the anion of trans-1,2-ethenedicarboxylic acid, the diastereoisomer of maleate. It is a key intermediate in metabolism and is formed in the TCA cycle from succinate and converted into malate.
GO:0006108	malate metabolic process	biological_process	The chemical reactions and pathways involving malate, the anion of hydroxybutanedioic acid, a chiral hydroxydicarboxylic acid. The (+) enantiomer is an important intermediate in metabolism as a component of both the TCA cycle and the glyoxylate cycle.
GO:0006122	mitochondrial electron transport, ubiquinol to cytochrome c	biological_process	The transfer of electrons from ubiquinol to cytochrome c that occurs during oxidative phosphorylation, mediated by the multisubunit enzyme known as complex III.
GO:0006139	nucleobase-containing compound metabolic process	biological_process	Any cellular metabolic process involving nucleobases, nucleosides, nucleotides and nucleic acids.
GO:0006144	purine nucleobase metabolic process	biological_process	The chemical reactions and pathways involving purine nucleobases, one of the two classes of nitrogen-containing ring compounds found in DNA and RNA, which include adenine and guanine.
GO:0006163	purine nucleotide metabolic process	biological_process	The chemical reactions and pathways involving a purine nucleotide, a compound consisting of nucleoside (a purine base linked to a deoxyribose or ribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar.
GO:0006164	purine nucleotide biosynthetic process	biological_process	The chemical reactions and pathways resulting in the formation of a purine nucleotide, a compound consisting of nucleoside (a purine base linked to a deoxyribose or ribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar.
GO:0006165	nucleoside diphosphate phosphorylation	biological_process	The process of introducing a phosphate group into a nucleoside diphosphate to produce a nucleoside triphosphate.
GO:0006171	cAMP biosynthetic process	biological_process	The chemical reactions and pathways resulting in the formation of the nucleotide cAMP (cyclic AMP, adenosine 3',5'-cyclophosphate).
GO:0006177	GMP biosynthetic process	biological_process	The chemical reactions and pathways resulting in the formation of GMP, guanosine monophosphate.
GO:0006183	GTP biosynthetic process	biological_process	The chemical reactions and pathways resulting in the formation of GTP, guanosine triphosphate.
GO:0006189	'de novo' IMP biosynthetic process	biological_process	The chemical reactions and pathways resulting in the formation of IMP, inosine monophosphate, by the stepwise assembly of a purine ring on ribose 5-phosphate.
GO:0006198	cAMP catabolic process	biological_process	The chemical reactions and pathways resulting in the breakdown of the nucleotide cAMP (cyclic AMP, adenosine 3',5'-cyclophosphate).
GO:0006207	'de novo' pyrimidine nucleobase biosynthetic process	biological_process	The chemical reactions and pathways resulting in the formation of pyrimidine nucleobases, 1,3-diazine, organic nitrogenous bases, beginning with the synthesis of a pyrimidine ring from simpler precursors.
GO:0006221	pyrimidine nucleotide biosynthetic process	biological_process	The chemical reactions and pathways resulting in the formation of a pyrimidine nucleotide, a compound consisting of nucleoside (a pyrimidine base linked to a deoxyribose or ribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar.
GO:0006222	UMP biosynthetic process	biological_process	The chemical reactions and pathways resulting in the formation of UMP, uridine monophosphate.
